"loan_id","gender","married","dependents","education","self_employed","applicant_income","applicant_income_category","coapplicant_status","coapplicant_income","total_income","total_income_cat","loan_amount","loan_type","loan_amount_cat","loan_term","credit_history","property_area","loan_status","emi","dti"
"LP002777","Male","Yes","0","Graduate","No",2785,"Low","Yes","2016.00","4801.00","Medium",110000,"Mortgage","Medium",360,"Yes","Rural","Approved","305.56","6.36"
"LP002785","Male","Yes","1","Graduate","No",3333,"Medium","Yes","3250.00","6583.00","Medium",158000,"Mortgage","High",360,"Yes","Urban","Approved","438.89","6.67"
"LP002788","Male","Yes","0","Not Graduate","No",2454,"Low","Yes","2333.00","4787.00","Medium",181000,"Mortgage","High",360,"No","Urban","Rejected","502.78","10.50"
"LP002789","Male","Yes","0","Graduate","No",3593,"Medium","Yes","4266.00","7859.00","High",132000,"Mortgage","Medium",180,"No","Rural","Rejected","733.33","9.33"
"LP002792","Male","Yes","1","Graduate","No",5468,"Medium","Yes","1032.00","6500.00","Medium",26000,"Retail","Low",360,"Yes","Semiurban","Approved","72.22","1.11"
"LP002795","Male","Yes","3+","Graduate","Yes",10139,"Very High","No","0.00","10139.00","High",260000,"Mortgage","High",360,"Yes","Semiurban","Approved","722.22","7.12"
"LP002798","Male","Yes","0","Graduate","No",3887,"Medium","Yes","2669.00","6556.00","Medium",162000,"Mortgage","High",360,"Yes","Semiurban","Approved","450.00","6.86"
"LP002804","Female","Yes","0","Graduate","No",4180,"Medium","Yes","2306.00","6486.00","Medium",182000,"Mortgage","High",360,"Yes","Semiurban","Approved","505.56","7.79"
"LP002807","Male","Yes","2","Not Graduate","No",3675,"Medium","Yes","242.00","3917.00","Low",108000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","300.00","7.66"
"LP002813","Female","Yes","1","Graduate","Yes",19484,"Very High","No","0.00","19484.00","Very High",600000,"Mortgage","Very High",360,"Yes","Semiurban","Approved","1666.67","8.55"
"LP002820","Male","Yes","0","Graduate","No",5923,"High","Yes","2054.00","7977.00","High",211000,"Mortgage","High",360,"Yes","Rural","Approved","586.11","7.35"
"LP002821","Male","No","0","Not Graduate","Yes",5800,"Medium","No","0.00","5800.00","Medium",132000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","366.67","6.32"
"LP002832","Male","Yes","2","Graduate","No",8799,"High","No","0.00","8799.00","High",258000,"Mortgage","High",360,"No","Urban","Rejected","716.67","8.14"
"LP002836","Male","No","0","Graduate","No",3333,"Medium","No","0.00","3333.00","Low",70000,"Retail","Medium",360,"Yes","Urban","Approved","194.44","5.83"
"LP002837","Male","Yes","3+","Graduate","No",3400,"Medium","Yes","2500.00","5900.00","Medium",123000,"Mortgage","Medium",360,"No","Rural","Rejected","341.67","5.79"
"LP002840","Female","No","0","Graduate","No",2378,"Low","No","0.00","2378.00","Low",9000,"Retail","Low",360,"Yes","Urban","Rejected","25.00","1.05"
"LP002841","Male","Yes","0","Graduate","No",3166,"Low","Yes","2064.00","5230.00","Medium",104000,"Mortgage","Medium",360,"No","Urban","Rejected","288.89","5.52"
"LP002842","Male","Yes","1","Graduate","No",3417,"Medium","Yes","1750.00","5167.00","Medium",186000,"Mortgage","High",360,"Yes","Urban","Approved","516.67","10.00"
"LP002855","Male","Yes","2","Graduate","No",16666,"Very High","No","0.00","16666.00","Very High",275000,"Mortgage","High",360,"Yes","Urban","Approved","763.89","4.58"
"LP002862","Male","Yes","2","Not Graduate","No",6125,"High","Yes","1625.00","7750.00","High",187000,"Mortgage","High",480,"Yes","Semiurban","Rejected","389.58","5.03"
"LP002863","Male","Yes","3+","Graduate","No",6406,"High","No","0.00","6406.00","Medium",150000,"Mortgage","Medium",360,"Yes","Semiurban","Rejected","416.67","6.50"
"LP002868","Male","Yes","2","Graduate","No",3159,"Low","Yes","461.00","3620.00","Low",108000,"Mortgage","Medium",84,"Yes","Urban","Approved","1285.71","35.52"
"LP002874","Male","No","0","Graduate","No",3229,"Low","Yes","2739.00","5968.00","Medium",110000,"Mortgage","Medium",360,"Yes","Urban","Approved","305.56","5.12"
"LP002877","Male","Yes","1","Graduate","No",1782,"Low","Yes","2232.00","4014.00","Medium",107000,"Mortgage","Medium",360,"Yes","Rural","Approved","297.22","7.40"
"LP002892","Male","Yes","2","Graduate","No",6540,"High","No","0.00","6540.00","Medium",205000,"Mortgage","High",360,"Yes","Semiurban","Approved","569.44","8.71"
"LP002893","Male","No","0","Graduate","No",1836,"Low","Yes","33837.00","35673.00","Very High",90000,"Retail","Medium",360,"Yes","Urban","Rejected","250.00","0.70"
"LP002894","Female","Yes","0","Graduate","No",3166,"Low","No","0.00","3166.00","Low",36000,"Retail","Low",360,"Yes","Semiurban","Approved","100.00","3.16"
"LP002911","Male","Yes","1","Graduate","No",2787,"Low","Yes","1917.00","4704.00","Medium",146000,"Mortgage","Medium",360,"No","Rural","Rejected","405.56","8.62"
"LP002912","Male","Yes","1","Graduate","No",4283,"Medium","Yes","3000.00","7283.00","High",172000,"Mortgage","High",84,"Yes","Rural","Rejected","2047.62","28.12"
"LP002916","Male","Yes","0","Graduate","No",2297,"Low","Yes","1522.00","3819.00","Low",104000,"Mortgage","Medium",360,"Yes","Urban","Approved","288.89","7.56"
"LP002917","Female","No","0","Not Graduate","No",2165,"Low","No","0.00","2165.00","Low",70000,"Retail","Medium",360,"Yes","Semiurban","Approved","194.44","8.98"
"LP002682","Male","Yes","0","Not Graduate","No",3074,"Low","Yes","1800.00","4874.00","Medium",123000,"Mortgage","Medium",360,"No","Semiurban","Rejected","341.67","7.01"
"LP002847","Male","Yes","0","Graduate","No",5116,"Medium","Yes","1451.00","6567.00","Medium",165000,"Mortgage","High",360,"No","Urban","Rejected","458.33","6.98"
"LP002732","Male","No","0","Not Graduate","No",2550,"Low","Yes","2042.00","4592.00","Medium",126000,"Mortgage","Medium",360,"Yes","Rural","Approved","350.00","7.62"
"LP002753","Female","No","1","Graduate","Yes",3652,"Medium","No","0.00","3652.00","Low",95000,"Retail","Medium",360,"Yes","Semiurban","Approved","263.89","7.23"
"LP002888","Male","No","0","Graduate","Yes",3182,"Low","Yes","2917.00","6099.00","Medium",161000,"Mortgage","High",360,"Yes","Urban","Approved","447.22","7.33"
"LP002697","Male","No","0","Graduate","No",4680,"Medium","Yes","2087.00","6767.00","Medium",146000,"Mortgage","Medium",360,"Yes","Semiurban","Rejected","405.56","5.99"
"LP002778","Male","Yes","2","Graduate","Yes",6633,"High","No","0.00","6633.00","Medium",146000,"Mortgage","Medium",360,"No","Rural","Rejected","405.56","6.11"
"LP002624","Male","Yes","0","Graduate","No",20833,"Very High","Yes","6667.00","27500.00","Very High",480000,"Mortgage","Very High",360,"Unknown","Urban","Approved","1333.33","4.85"
"LP002717","Male","Yes","0","Graduate","No",1025,"Low","Yes","5500.00","6525.00","Medium",216000,"Mortgage","High",360,"Unknown","Rural","Approved","600.00","9.20"
"LP002926","Male","Yes","2","Graduate","Yes",2726,"Low","No","0.00","2726.00","Low",106000,"Mortgage","Medium",360,"No","Semiurban","Rejected","294.44","10.80"
"LP002928","Male","Yes","0","Graduate","No",3000,"Low","Yes","3416.00","6416.00","Medium",56000,"Retail","Medium",180,"Yes","Semiurban","Approved","311.11","4.85"
"LP002931","Male","Yes","2","Graduate","Yes",6000,"High","No","0.00","6000.00","Medium",205000,"Mortgage","High",240,"Yes","Semiurban","Rejected","854.17","14.24"
"LP002936","Male","Yes","0","Graduate","No",3859,"Medium","Yes","3300.00","7159.00","High",142000,"Mortgage","Medium",180,"Yes","Rural","Approved","788.89","11.02"
"LP002938","Male","Yes","0","Graduate","Yes",16120,"Very High","No","0.00","16120.00","Very High",260000,"Mortgage","High",360,"Yes","Urban","Approved","722.22","4.48"
"LP002940","Male","No","0","Not Graduate","No",3833,"Medium","No","0.00","3833.00","Low",110000,"Mortgage","Medium",360,"Yes","Rural","Approved","305.56","7.97"
"LP002941","Male","Yes","2","Not Graduate","Yes",6383,"High","Yes","1000.00","7383.00","High",187000,"Mortgage","High",360,"Yes","Rural","Rejected","519.44","7.04"
"LP002945","Male","Yes","0","Graduate","Yes",9963,"High","No","0.00","9963.00","High",180000,"Mortgage","High",360,"Yes","Rural","Approved","500.00","5.02"
"LP002948","Male","Yes","2","Graduate","No",5780,"Medium","No","0.00","5780.00","Medium",192000,"Mortgage","High",360,"Yes","Urban","Approved","533.33","9.23"
"LP002953","Male","Yes","3+","Graduate","No",5703,"Medium","No","0.00","5703.00","Medium",128000,"Mortgage","Medium",360,"Yes","Urban","Approved","355.56","6.23"
"LP002958","Male","No","0","Graduate","No",3676,"Medium","Yes","4301.00","7977.00","High",172000,"Mortgage","High",360,"Yes","Rural","Approved","477.78","5.99"
"LP002959","Female","Yes","1","Graduate","No",12000,"Very High","No","0.00","12000.00","Very High",496000,"Mortgage","Very High",360,"Yes","Semiurban","Approved","1377.78","11.48"
"LP002961","Male","Yes","1","Graduate","No",3400,"Medium","Yes","2500.00","5900.00","Medium",173000,"Mortgage","High",360,"Yes","Semiurban","Approved","480.56","8.15"
"LP002964","Male","Yes","2","Not Graduate","No",3987,"Medium","Yes","1411.00","5398.00","Medium",157000,"Mortgage","High",360,"Yes","Rural","Approved","436.11","8.08"
"LP002974","Male","Yes","0","Graduate","No",3232,"Low","Yes","1950.00","5182.00","Medium",108000,"Mortgage","Medium",360,"Yes","Rural","Approved","300.00","5.79"
"LP002978","Female","No","0","Graduate","No",2900,"Low","No","0.00","2900.00","Low",71000,"Retail","Medium",360,"Yes","Rural","Approved","197.22","6.80"
"LP002979","Male","Yes","3+","Graduate","No",4106,"Medium","No","0.00","4106.00","Medium",40000,"Retail","Low",180,"Yes","Rural","Approved","222.22","5.41"
"LP002983","Male","Yes","1","Graduate","No",8072,"High","Yes","240.00","8312.00","High",253000,"Mortgage","High",360,"Yes","Urban","Approved","702.78","8.45"
"LP002984","Male","Yes","2","Graduate","No",7583,"High","No","0.00","7583.00","High",187000,"Mortgage","High",360,"Yes","Urban","Approved","519.44","6.85"
"LP002990","Female","No","0","Graduate","Yes",4583,"Medium","No","0.00","4583.00","Medium",133000,"Mortgage","Medium",360,"No","Semiurban","Rejected","369.44","8.06"
"LP001050","Male","Yes","2","Not Graduate","No",3365,"Medium","Yes","1917.00","5282.00","Medium",112000,"Mortgage","Medium",360,"No","Rural","Rejected","311.11","5.89"
"LP001448","Male","Yes","3+","Graduate","No",23803,"Very High","No","0.00","23803.00","Very High",370000,"Mortgage","Very High",360,"Yes","Rural","Approved","1027.78","4.32"
"LP001585","Male","Yes","3+","Graduate","No",51763,"Very High","No","0.00","51763.00","Very High",700000,"Mortgage","Very High",300,"Yes","Urban","Approved","2333.33","4.51"
"LP001644","Male","Yes","0","Graduate","Yes",674,"Low","Yes","5296.00","5970.00","Medium",168000,"Mortgage","High",360,"Yes","Rural","Approved","466.67","7.82"
"LP002024","Male","Yes","0","Graduate","No",2473,"Low","Yes","1843.00","4316.00","Medium",159000,"Mortgage","High",360,"Yes","Rural","Rejected","441.67","10.23"
"LP002103","Male","Yes","1","Graduate","Yes",9833,"High","Yes","1833.00","11666.00","High",182000,"Mortgage","High",180,"Yes","Urban","Approved","1011.11","8.67"
"LP002501","Male","Yes","0","Graduate","No",16692,"Very High","No","0.00","16692.00","Very High",110000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","305.56","1.83"
"LP002530","Male","Yes","2","Graduate","No",2873,"Low","Yes","1872.00","4745.00","Medium",132000,"Mortgage","Medium",360,"No","Semiurban","Rejected","366.67","7.73"
"LP002625","Male","No","0","Graduate","No",3583,"Medium","No","0.00","3583.00","Low",96000,"Retail","Medium",360,"Yes","Urban","Rejected","266.67","7.44"
"LP002872","Male","Yes","0","Graduate","No",3087,"Low","Yes","2210.00","5297.00","Medium",136000,"Mortgage","Medium",360,"No","Semiurban","Rejected","377.78","7.13"
"LP002925","Male","No","0","Graduate","No",4750,"Medium","No","0.00","4750.00","Medium",94000,"Retail","Medium",360,"Yes","Semiurban","Approved","261.11","5.50"
"LP002933","Male","No","3+","Graduate","Yes",9357,"High","No","0.00","9357.00","High",292000,"Mortgage","High",360,"Yes","Semiurban","Approved","811.11","8.67"
"LP001426","Male","Yes","0","Graduate","No",5667,"Medium","Yes","2667.00","8334.00","High",180000,"Mortgage","High",360,"Yes","Rural","Approved","500.00","6.00"
"LP001357","Male","Yes","0","Graduate","No",3816,"Medium","Yes","754.00","4570.00","Medium",160000,"Mortgage","High",360,"Yes","Urban","Approved","444.44","9.73"
"LP002100","Male","No","0","Graduate","No",2833,"Low","No","0.00","2833.00","Low",71000,"Retail","Medium",360,"Yes","Urban","Approved","197.22","6.96"
"LP002130","Male","Yes","0","Not Graduate","No",3523,"Medium","Yes","3230.00","6753.00","Medium",152000,"Mortgage","High",360,"No","Rural","Rejected","422.22","6.25"
"LP002144","Female","No","0","Graduate","No",3813,"Medium","No","0.00","3813.00","Low",116000,"Mortgage","Medium",180,"Yes","Urban","Approved","644.44","16.90"
"LP002943","Male","No","0","Graduate","No",2987,"Low","No","0.00","2987.00","Low",88000,"Retail","Medium",360,"No","Semiurban","Rejected","244.44","8.18"
"LP001087","Female","No","2","Graduate","No",3750,"Medium","Yes","2083.00","5833.00","Medium",120000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","333.33","5.71"
"LP001398","Male","No","0","Graduate","No",5050,"Medium","No","0.00","5050.00","Medium",118000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","327.78","6.49"
"LP001546","Male","No","0","Graduate","No",2980,"Low","Yes","2083.00","5063.00","Medium",120000,"Mortgage","Medium",360,"Yes","Rural","Approved","333.33","6.58"
"LP001768","Male","Yes","0","Graduate","No",3716,"Medium","No","0.00","3716.00","Low",42000,"Retail","Low",180,"Yes","Rural","Approved","233.33","6.28"
"LP002209","Female","No","0","Graduate","No",2764,"Low","Yes","1459.00","4223.00","Medium",110000,"Mortgage","Medium",360,"Yes","Urban","Approved","305.56","7.24"
"LP002226","Male","Yes","0","Graduate","No",3333,"Medium","Yes","2500.00","5833.00","Medium",128000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","355.56","6.10"
"LP002237","Male","No","1","Graduate","No",3667,"Medium","No","0.00","3667.00","Low",113000,"Mortgage","Medium",180,"Yes","Urban","Approved","627.78","17.12"
"LP002502","Female","Yes","2","Not Graduate","No",210,"Low","Yes","2917.00","3127.00","Low",98000,"Retail","Medium",360,"Yes","Semiurban","Approved","272.22","8.71"
"LP001469","Male","No","0","Graduate","Yes",20166,"Very High","No","0.00","20166.00","Very High",650000,"Mortgage","Very High",480,"Unknown","Urban","Approved","1354.17","6.72"
"LP002950","Male","Yes","0","Not Graduate","Yes",2894,"Low","Yes","2792.00","5686.00","Medium",155000,"Mortgage","High",360,"Yes","Rural","Approved","430.56","7.57"
"LP002784","Male","Yes","1","Not Graduate","No",2492,"Low","Yes","2375.00","4867.00","Medium",146000,"Mortgage","Medium",360,"Yes","Rural","Approved","405.56","8.33"
"LP002960","Male","Yes","0","Not Graduate","No",2400,"Low","Yes","3800.00","6200.00","Medium",146000,"Mortgage","Medium",180,"Yes","Urban","Rejected","811.11","13.08"
"LP002106","Male","Yes","0","Graduate","Yes",5503,"Medium","Yes","4490.00","9993.00","High",70000,"Retail","Medium",180,"Yes","Semiurban","Approved","388.89","3.89"
"LP001041","Male","Yes","0","Graduate","No",2600,"Low","Yes","3500.00","6100.00","Medium",115000,"Mortgage","Medium",180,"Yes","Urban","Approved","638.89","10.47"
"LP001541","Male","Yes","1","Graduate","No",6000,"High","No","0.00","6000.00","Medium",160000,"Mortgage","High",360,"Unknown","Rural","Approved","444.44","7.41"
"LP001326","Male","No","0","Graduate","No",6782,"High","No","0.00","6782.00","Medium",146000,"Mortgage","Medium",360,"Unknown","Urban","Rejected","405.56","5.98"
"LP001734","Female","Yes","2","Graduate","No",4283,"Medium","Yes","2383.00","6666.00","Medium",127000,"Mortgage","Medium",360,"Unknown","Semiurban","Approved","352.78","5.29"
"LP001788","Female","No","0","Graduate","Yes",3463,"Medium","No","0.00","3463.00","Low",122000,"Mortgage","Medium",360,"Unknown","Urban","Approved","338.89","9.79"
"LP002008","Male","Yes","2","Graduate","Yes",5746,"Medium","No","0.00","5746.00","Medium",144000,"Mortgage","Medium",84,"Unknown","Rural","Approved","1714.29","29.83"
"LP002036","Male","Yes","0","Graduate","No",2058,"Low","Yes","2134.00","4192.00","Medium",88000,"Retail","Medium",360,"Unknown","Urban","Approved","244.44","5.83"
"LP002043","Female","No","1","Graduate","No",3541,"Medium","No","0.00","3541.00","Low",112000,"Mortgage","Medium",360,"Unknown","Semiurban","Approved","311.11","8.79"
"LP002055","Female","No","0","Graduate","No",3166,"Low","Yes","2985.00","6151.00","Medium",132000,"Mortgage","Medium",360,"Unknown","Rural","Approved","366.67","5.96"
"LP002522","Female","No","0","Graduate","Yes",2500,"Low","No","0.00","2500.00","Low",93000,"Retail","Medium",360,"Unknown","Urban","Approved","258.33","10.33"
"LP002560","Male","No","0","Not Graduate","No",2699,"Low","Yes","2785.00","5484.00","Medium",96000,"Retail","Medium",360,"Unknown","Semiurban","Approved","266.67","4.86"
"LP002562","Male","Yes","1","Not Graduate","No",5333,"Medium","Yes","1131.00","6464.00","Medium",186000,"Mortgage","High",360,"Unknown","Urban","Approved","516.67","7.99"
"LP002588","Male","Yes","0","Graduate","No",4625,"Medium","Yes","2857.00","7482.00","High",111000,"Mortgage","Medium",12,"Unknown","Urban","Approved","9250.00","123.63"
"LP002618","Male","Yes","1","Not Graduate","No",4050,"Medium","Yes","5302.00","9352.00","High",138000,"Mortgage","Medium",360,"Unknown","Rural","Rejected","383.33","4.10"
"LP002729","Male","No","1","Graduate","No",11250,"Very High","No","0.00","11250.00","High",196000,"Mortgage","High",360,"Unknown","Semiurban","Rejected","544.44","4.84"
"LP002757","Female","Yes","0","Not Graduate","No",3017,"Low","Yes","663.00","3680.00","Low",102000,"Mortgage","Medium",360,"Unknown","Semiurban","Approved","283.33","7.70"
"LP002794","Female","No","0","Graduate","No",2667,"Low","Yes","1625.00","4292.00","Medium",84000,"Retail","Medium",360,"Unknown","Urban","Approved","233.33","5.44"
"LP002478","Male","Yes","0","Graduate","Yes",2083,"Low","Yes","4083.00","6166.00","Medium",160000,"Mortgage","High",360,"Unknown","Semiurban","Approved","444.44","7.21"
"LP001052","Male","Yes","1","Graduate","No",3717,"Medium","Yes","2925.00","6642.00","Medium",151000,"Mortgage","High",360,"Unknown","Semiurban","Rejected","419.44","6.32"
"LP001091","Male","Yes","1","Graduate","No",4166,"Medium","Yes","3369.00","7535.00","High",201000,"Mortgage","High",360,"Unknown","Urban","Rejected","558.33","7.41"
"LP001786","Male","Yes","0","Graduate","No",5746,"Medium","No","0.00","5746.00","Medium",255000,"Mortgage","High",360,"Unknown","Urban","Rejected","708.33","12.33"
"LP002319","Male","Yes","0","Graduate","No",6256,"High","No","0.00","6256.00","Medium",160000,"Mortgage","High",360,"Unknown","Urban","Approved","444.44","7.10"
"LP002949","Female","No","3+","Graduate","Yes",416,"Low","Yes","41667.00","42083.00","Very High",350000,"Mortgage","Very High",180,"Unknown","Urban","Rejected","1944.44","4.62"
"LP002833","Male","Yes","0","Not Graduate","No",4467,"Medium","No","0.00","4467.00","Medium",120000,"Mortgage","Medium",360,"Unknown","Rural","Approved","333.33","7.46"
"LP002898","Male","Yes","1","Graduate","No",1880,"Low","No","0.00","1880.00","Low",61000,"Retail","Medium",360,"Unknown","Rural","Rejected","169.44","9.01"
